timestep,maneuver,reason,block_ahead,dist_to_block_m,vlm_notes,w_efficiency,w_comfort,w_safety
218,Brake,fallback,1,8.33,heuristic default,1.0,1.0,1.0
219,Brake,fallback,1,8.1,heuristic default,1.0,1.0,1.0
220,Brake,fallback,1,7.9,heuristic default,1.0,1.0,1.0
221,Brake,fallback,1,7.72,heuristic default,1.0,1.0,1.0
222,Brake,fallback,1,7.57,heuristic default,1.0,1.0,1.0
223,Brake,fallback,1,7.43,heuristic default,1.0,1.0,1.0
224,Brake,fallback,1,5.11,heuristic default,1.0,1.0,1.0
225,Brake,fallback,1,5.03,heuristic default,1.0,1.0,1.0
226,Brake,fallback,1,4.96,heuristic default,1.0,1.0,1.0
227,Brake,fallback,1,4.91,heuristic default,1.0,1.0,1.0
228,Brake,fallback,1,4.88,heuristic default,1.0,1.0,1.0
229,Brake,fallback,1,4.86,heuristic default,1.0,1.0,1.0
230,Brake,fallback,1,4.87,heuristic default,1.0,1.0,1.0
231,Brake,fallback,1,4.89,heuristic default,1.0,1.0,1.0
232,Brake,fallback,1,4.93,heuristic default,1.0,1.0,1.0
233,Brake,fallback,1,4.98,heuristic default,1.0,1.0,1.0
234,Brake,fallback,1,5.05,heuristic default,1.0,1.0,1.0
235,Brake,fallback,1,5.13,heuristic default,1.0,1.0,1.0
236,Brake,fallback,1,5.22,heuristic default,1.0,1.0,1.0
237,Brake,fallback,1,5.33,heuristic default,1.0,1.0,1.0
238,Brake,fallback,1,5.45,heuristic default,1.0,1.0,1.0
239,Brake,fallback,1,5.59,heuristic default,1.0,1.0,1.0
240,Brake,fallback,1,5.73,heuristic default,1.0,1.0,1.0
241,Brake,fallback,1,5.89,heuristic default,1.0,1.0,1.0
242,Brake,fallback,1,6.06,heuristic default,1.0,1.0,1.0
243,Brake,fallback,1,6.24,heuristic default,1.0,1.0,1.0
244,Brake,fallback,1,6.43,heuristic default,1.0,1.0,1.0
245,Brake,fallback,1,6.63,heuristic default,1.0,1.0,1.0
246,Brake,fallback,1,6.84,heuristic default,1.0,1.0,1.0
247,Brake,fallback,1,7.03,heuristic default,1.0,1.0,1.0
248,Brake,fallback,1,7.25,heuristic default,1.0,1.0,1.0
249,Brake,fallback,1,7.48,heuristic default,1.0,1.0,1.0
250,ChangeLaneLeft,ok,1,7.72,heuristic default,1.0,1.0,1.0
251,ChangeLaneLeft,ok,1,7.96,heuristic default,1.0,1.0,1.0
252,ChangeLaneLeft,ok,1,8.2,heuristic default,1.0,1.0,1.0
253,ChangeLaneLeft,ok,1,8.45,heuristic default,1.0,1.0,1.0
254,ChangeLaneLeft,ok,1,8.72,heuristic default,1.0,1.0,1.0
255,ChangeLaneLeft,ok,1,9.03,heuristic default,1.0,1.0,1.0
256,ChangeLaneLeft,ok,1,9.36,heuristic default,1.0,1.0,1.0
257,ChangeLaneLeft,ok,1,9.74,heuristic default,1.0,1.0,1.0
258,ChangeLaneLeft,ok,1,10.16,heuristic default,1.0,1.0,1.0
259,ChangeLaneLeft,ok,1,10.63,heuristic default,1.0,1.0,1.0
260,ChangeLaneLeft,ok,0,,heuristic default,1.0,1.0,1.0
261,ChangeLaneLeft,ok,0,,heuristic default,1.0,1.0,1.0
262,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
263,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
264,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
265,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
266,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
267,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
268,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
269,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
270,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
271,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
272,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
273,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
274,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
275,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
276,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
277,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
278,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
279,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
280,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
281,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
282,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
283,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
284,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
285,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
286,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
287,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
288,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
289,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
290,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
291,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
292,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
293,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
294,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
295,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
296,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
297,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
298,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
299,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
300,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
301,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
302,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
303,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
304,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
305,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
306,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
307,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
308,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
309,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
310,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
311,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
312,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
313,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
314,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
315,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
316,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
317,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
318,KeepLane,ok,1,20.65,heuristic default,1.0,1.0,1.0
319,KeepLane,ok,1,20.24,heuristic default,1.0,1.0,1.0
320,KeepLane,ok,1,19.82,heuristic default,1.0,1.0,1.0
321,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
322,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
323,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
324,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
325,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
326,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
327,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
328,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
329,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
330,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
331,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
332,KeepLane,ok,1,9.98,heuristic default,1.0,1.0,1.0
333,KeepLane,ok,1,9.5,heuristic default,1.0,1.0,1.0
334,KeepLane,ok,1,9.01,heuristic default,1.0,1.0,1.0
335,KeepLane,ok,1,8.43,heuristic default,1.0,1.0,1.0
336,KeepLane,ok,1,8.31,heuristic default,1.0,1.0,1.0
337,KeepLane,ok,1,8.32,heuristic default,1.0,1.0,1.0
338,KeepLane,ok,1,8.31,heuristic default,1.0,1.0,1.0
339,KeepLane,ok,1,8.3,heuristic default,1.0,1.0,1.0
340,KeepLane,ok,1,8.32,heuristic default,1.0,1.0,1.0
341,KeepLane,ok,1,8.4,heuristic default,1.0,1.0,1.0
342,KeepLane,ok,1,8.34,heuristic default,1.0,1.0,1.0
343,KeepLane,ok,1,8.31,heuristic default,1.0,1.0,1.0
344,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
345,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
346,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
347,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
348,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
349,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
350,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
351,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
352,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
353,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
354,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
355,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
356,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
357,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
358,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
359,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
360,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
361,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
362,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
363,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
364,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
365,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
366,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
367,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
368,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
369,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
370,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
371,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
372,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
373,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
374,KeepLane,ok,1,9.64,heuristic default,1.0,1.0,1.0
375,KeepLane,ok,1,9.17,heuristic default,1.0,1.0,1.0
376,KeepLane,ok,1,8.77,heuristic default,1.0,1.0,1.0
377,KeepLane,ok,1,8.44,heuristic default,1.0,1.0,1.0
378,KeepLane,ok,1,8.22,heuristic default,1.0,1.0,1.0
379,KeepLane,ok,1,8.05,heuristic default,1.0,1.0,1.0
380,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
381,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
382,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
383,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
384,KeepLane,ok,0,,heuristic default,1.0,1.0,1.0
385,KeepLane,ok,1,49.36,heuristic default,1.0,1.0,1.0
386,KeepLane,ok,1,48.5,heuristic default,1.0,1.0,1.0
387,KeepLane,ok,1,49.83,heuristic default,1.0,1.0,1.0
388,KeepLane,ok,1,48.96,heuristic default,1.0,1.0,1.0
389,KeepLane,ok,1,48.08,heuristic default,1.0,1.0,1.0
390,KeepLane,ok,1,47.2,heuristic default,1.0,1.0,1.0
391,KeepLane,ok,1,46.32,heuristic default,1.0,1.0,1.0
392,KeepLane,ok,1,45.43,heuristic default,1.0,1.0,1.0
393,KeepLane,ok,1,44.51,heuristic default,1.0,1.0,1.0
394,Brake,fallback,1,43.58,heuristic default,1.0,1.0,1.0
395,Brake,fallback,1,42.66,heuristic default,1.0,1.0,1.0
396,Brake,fallback,1,41.76,heuristic default,1.0,1.0,1.0
397,Brake,fallback,1,40.87,heuristic default,1.0,1.0,1.0
398,Brake,fallback,1,39.99,heuristic default,1.0,1.0,1.0
399,Brake,fallback,1,39.13,heuristic default,1.0,1.0,1.0
400,Brake,fallback,1,38.28,heuristic default,1.0,1.0,1.0
401,Brake,fallback,1,37.44,heuristic default,1.0,1.0,1.0
402,Brake,fallback,1,36.61,heuristic default,1.0,1.0,1.0
403,Brake,fallback,1,35.79,heuristic default,1.0,1.0,1.0
404,Brake,fallback,1,34.99,heuristic default,1.0,1.0,1.0
405,Brake,fallback,1,34.19,heuristic default,1.0,1.0,1.0
406,ChangeLaneRight,ok,1,33.41,heuristic default,1.0,1.0,1.0
407,ChangeLaneRight,ok,1,32.65,heuristic default,1.0,1.0,1.0
408,ChangeLaneRight,ok,1,31.96,heuristic default,1.0,1.0,1.0
409,ChangeLaneRight,ok,1,31.32,heuristic default,1.0,1.0,1.0
410,ChangeLaneRight,ok,1,30.73,heuristic default,1.0,1.0,1.0
411,ChangeLaneRight,ok,1,30.18,heuristic default,1.0,1.0,1.0
412,KeepLane,ok,1,29.67,heuristic default,1.0,1.0,1.0
413,KeepLane,ok,1,29.2,heuristic default,1.0,1.0,1.0
414,KeepLane,ok,1,28.73,heuristic default,1.0,1.0,1.0
415,KeepLane,ok,1,28.26,heuristic default,1.0,1.0,1.0
416,KeepLane,ok,1,36.59,heuristic default,1.0,1.0,1.0
417,KeepLane,ok,1,36.1,heuristic default,1.0,1.0,1.0
418,ChangeLaneRight,ok,1,35.6,heuristic default,1.0,1.0,1.0
419,ChangeLaneRight,ok,1,35.12,heuristic default,1.0,1.0,1.0
420,ChangeLaneRight,ok,1,34.67,heuristic default,1.0,1.0,1.0
421,ChangeLaneRight,ok,1,34.27,heuristic default,1.0,1.0,1.0
422,ChangeLaneRight,ok,1,33.91,heuristic default,1.0,1.0,1.0
423,ChangeLaneRight,ok,1,33.6,heuristic default,1.0,1.0,1.0
424,Brake,fallback,1,33.31,heuristic default,1.0,1.0,1.0
425,Brake,fallback,1,33.05,heuristic default,1.0,1.0,1.0
426,Brake,fallback,1,32.79,heuristic default,1.0,1.0,1.0
427,Brake,fallback,1,32.54,heuristic default,1.0,1.0,1.0
428,Brake,fallback,1,32.29,heuristic default,1.0,1.0,1.0
429,Brake,fallback,1,32.05,heuristic default,1.0,1.0,1.0
430,Brake,fallback,1,31.81,heuristic default,1.0,1.0,1.0
431,Brake,fallback,1,31.59,heuristic default,1.0,1.0,1.0
432,Brake,fallback,1,31.37,heuristic default,1.0,1.0,1.0
433,Brake,fallback,1,31.17,heuristic default,1.0,1.0,1.0
434,Brake,fallback,1,30.98,heuristic default,1.0,1.0,1.0
435,Brake,fallback,1,30.79,heuristic default,1.0,1.0,1.0
436,Brake,fallback,1,30.62,heuristic default,1.0,1.0,1.0
437,Brake,fallback,1,30.46,heuristic default,1.0,1.0,1.0
438,Brake,fallback,1,30.31,heuristic default,1.0,1.0,1.0
439,Brake,fallback,1,30.16,heuristic default,1.0,1.0,1.0
440,Brake,fallback,1,30.03,heuristic default,1.0,1.0,1.0
441,Brake,fallback,1,29.91,heuristic default,1.0,1.0,1.0
442,Brake,fallback,1,29.8,heuristic default,1.0,1.0,1.0
